,YEAR,STATE,AGE,STD,Population,"STD Rate per 100,000 People","STD Rate per 100,000 People (Adjusted)"
1589,2020,Maine,under 19,449.0,283323.0,158.47636796165506,-255.3646718851985
1590,2020,Maryland,0-14,298.0,1494818.0,19.935537302868976,-393.9055025439846
1591,2020,Maryland,15-19,10935.0,1494818.0,731.5271825733969,317.6861427265433
1592,2020,Maryland,under 19,11233.0,1494818.0,751.4627198762659,337.6216800294123
1593,2020,Massachusetts,0-14,124.0,1569281.0,7.901707852194732,-405.93933199465886
1594,2020,Massachusetts,15-19,6096.0,1569281.0,388.45815376596033,-25.38288608089323
1595,2020,Massachusetts,under 19,6220.0,1569281.0,396.3598616181551,-17.481178228698468
1596,2020,Michigan,0-14,446.0,2427988.0,18.36911879300886,-395.4719210538447
1597,2020,Michigan,15-19,16341.0,2427988.0,673.0263905752416,259.1853507283881
1598,2020,Michigan,under 19,16787.0,2427988.0,691.3955093682506,277.55446952139704
1599,2020,Minnesota,0-14,212.0,1440287.0,14.71928858623316,-399.1217512606204
1600,2020,Minnesota,15-19,7269.0,1440287.0,504.6910789307965,90.85003908394293
1601,2020,Minnesota,under 19,7481.0,1440287.0,519.4103675170296,105.56932767017605
1602,2020,Mississippi,0-14,474.0,793589.0,59.72865047272581,-354.11238937412776
1603,2020,Mississippi,15-19,10575.0,793589.0,1332.5537526351802,918.7127127883266
1604,2020,Mississippi,under 19,11049.0,793589.0,1392.282403107906,978.4413632610524
1605,2020,Missouri,0-14,378.0,1538996.0,24.56146734624392,-389.2795725006096
1606,2020,Missouri,15-19,12038.0,1538996.0,782.1982643229742,368.3572244761206
1607,2020,Missouri,under 19,12416.0,1538996.0,806.759731669218,392.91869182236445
1608,2020,Montana,0-14,40.0,254709.0,15.704195768504452,-398.1368440783491
1609,2020,Montana,15-19,1309.0,254709.0,513.9198065243081,100.07876667745455
1610,2020,Montana,under 19,1349.0,254709.0,529.6240022928126,115.78296244595907
1611,2020,Nebraska,0-14,87.0,528367.0,16.46582772958947,-397.3752121172641
1612,2020,Nebraska,15-19,2850.0,528367.0,539.3978049348275,125.55676508797393
1613,2020,Nebraska,under 19,2937.0,528367.0,555.863632664417,142.0225928175634
1614,2020,Nevada,0-14,79.0,753880.0,10.47912134557224,-403.3619185012813
1615,2020,Nevada,15-19,3555.0,753880.0,471.5604605507508,57.71942070389724
1616,2020,Nevada,under 19,3634.0,753880.0,482.0395818963231,68.19854204946955
1617,2020,New Hampshire,0-14,15.0,295162.0,5.081954994206571,-408.759084852647
1618,2020,New Hampshire,15-19,669.0,295162.0,226.65519274161304,-187.18584710524053
1619,2020,New Hampshire,under 19,684.0,295162.0,231.73714773581963,-182.10389211103393
1620,2020,New Jersey,0-14,221.0,2166430.0,10.20111427555933,-403.6399255712942
1621,2020,New Jersey,15-19,9549.0,2166430.0,440.7712227027875,26.930182855933936
1622,2020,New Jersey,under 19,9770.0,2166430.0,450.9723369783469,37.13129713149334
1623,2020,New Mexico,0-14,98.0,539036.0,18.180603892875432,-395.66043595397815
1624,2020,New Mexico,15-19,3458.0,539036.0,641.5155945057473,227.67455465889378
1625,2020,New Mexico,under 19,3556.0,539036.0,659.6961983986226,245.85515855176908
1626,2020,New York,0-14,879.0,4570918.0,19.23027278109124,-394.61076706576233
1627,2020,New York,15-19,27607.0,4570918.0,603.9705809642614,190.12954111740788
1628,2020,New York,under 19,28486.0,4570918.0,623.2008537453527,209.3598138984991
1629,2020,North Carolina,0-14,571.0,2591493.0,22.03363080664312,-391.8074090402104
1630,2020,North Carolina,15-19,22190.0,2591493.0,856.263165673224,442.4221258263704
1631,2020,North Carolina,under 19,22761.0,2591493.0,878.2967964798671,464.45575663301355
1632,2020,North Dakota,0-14,9.0,199589.0,4.509266542745341,-409.3317733041082
1633,2020,North Dakota,15-19,1034.0,199589.0,518.0646227998537,104.22358295300018
1634,2020,North Dakota,under 19,1043.0,199589.0,522.573889342599,108.73284949574548
1635,2020,Ohio,0-14,724.0,2903720.0,24.93353353629137,-388.9075063105622
1636,2020,Ohio,15-19,22100.0,2903720.0,761.092667337071,347.25162749021746
1637,2020,Ohio,under 19,22824.0,2903720.0,786.0262008733624,372.18516102650887
1638,2020,Oklahoma,0-14,202.0,1062437.0,19.012892058540885,-394.82814778831266
1639,2020,Oklahoma,15-19,7629.0,1062437.0,718.0661065079623,304.22506666110877
1640,2020,Oklahoma,under 19,7831.0,1062437.0,737.0789985665032,323.2379587196496
1641,2020,Oregon,0-14,128.0,965716.0,13.254414341276318,-400.5866255055772
1642,2020,Oregon,15-19,4034.0,965716.0,417.7211519742864,3.880112127432824
1643,2020,Oregon,under 19,4162.0,965716.0,430.9755663155628,17.134526468709225
1644,2020,Pennsylvania,0-14,647.0,2993035.0,21.61685379556203,-392.22418605129155
1645,2020,Pennsylvania,15-19,17534.0,2993035.0,585.8267611304244,171.98572128357085
1646,2020,Pennsylvania,under 19,18181.0,2993035.0,607.4436149259865,193.60257507913292
1647,2020,Rhode Island,0-14,22.0,240788.0,9.136667940262804,-404.7043719065908
1648,2020,Rhode Island,15-19,1286.0,240788.0,534.0797714171803,120.2387315703267
1649,2020,Rhode Island,under 19,1308.0,240788.0,543.216439357443,129.3753995105895
1650,2020,South Carolina,0-14,395.0,1248209.0,31.64534144522272,-382.19569840163086
1651,2020,South Carolina,15-19,12684.0,1248209.0,1016.1759769397594,602.3349370929059
1652,2020,South Carolina,under 19,13079.0,1248209.0,1047.821318384982,633.9802785381285
1653,2020,South Dakota,0-14,56.0,239882.0,23.34481119883943,-390.49622864801415
1654,2020,South Dakota,15-19,1352.0,239882.0,563.6104418005519,149.76940195369838
1655,2020,South Dakota,under 19,1408.0,239882.0,586.9552529993913,173.11421315253773
1656,2020,Tennessee,0-14,392.0,1676526.0,23.3816833141866,-390.45935653266696
1657,2020,Tennessee,15-19,13587.0,1676526.0,810.4258448720748,396.5848050252212
1658,2020,Tennessee,under 19,13979.0,1676526.0,833.8075281862614,419.9664883394078
1659,2020,Texas,0-14,1403.0,8184708.0,17.141723321100766,-396.6993165257528
1660,2020,Texas,15-19,45387.0,8184708.0,554.5341385422669,140.6930986954133
1661,2020,Texas,under 19,46790.0,8184708.0,571.6758618633676,157.834822016514
1662,2020,Utah,0-14,50.0,1022625.0,4.889377826671556,-408.951662020182
1663,2020,Utah,15-19,2792.0,1022625.0,273.0228578413397,-140.81818200551385
1664,2020,Utah,under 19,2842.0,1022625.0,277.91223566801125,-135.9288041788423
1665,2020,Vermont,0-14,4.0,136559.0,2.929136856596782,-410.9119029902568
1666,2020,Vermont,15-19,297.0,136559.0,217.4884116023111,-196.35262824454247
1667,2020,Vermont,under 19,301.0,136559.0,220.41754845890785,-193.42349138794572
1668,2020,Virginia,0-14,74.0,2104366.0,3.51649855585958,-410.324541290994
1669,2020,Virginia,15-19,6978.0,2104366.0,331.5963097674074,-82.24473007944619
1670,2020,Virginia,under 19,7052.0,2104366.0,335.11280832326696,-78.7282315235866
1671,2020,Washington,0-14,203.0,1830822.0,11.087915701253316,-402.7531241456002
1672,2020,Washington,15-19,7584.0,1830822.0,414.2401609768728,0.399121130019239
1673,2020,Washington,under 19,7787.0,1830822.0,425.328076678126,11.487036831272462
1674,2020,West Virginia,0-14,38.0,410076.0,9.266574976345847,-404.5744648705077
1675,2020,West Virginia,15-19,1579.0,410076.0,385.0505759907919,-28.79046385606165
1676,2020,West Virginia,under 19,1617.0,410076.0,394.31715096713776,-19.5238888797158
1677,2020,Wisconsin,0-14,285.0,1428309.0,19.95366548835021,-393.88737435850334
1678,2020,Wisconsin,15-19,8891.0,1428309.0,622.4843503751639,208.64331052831034
1679,2020,Wisconsin,under 19,9176.0,1428309.0,642.4380158635141,228.59697601666056
1680,2020,Wyoming,0-14,18.0,149548.0,12.036269291464947,-401.8047705553886
1681,2020,Wyoming,15-19,569.0,149548.0,380.4798459357531,-33.361193911100486
1682,2020,Wyoming,under 19,587.0,149548.0,392.516115227218,-21.324924619635567
1683,2021,Alabama,0-14,364.0,1256972.0,28.95848117539611,-363.00066480923283
1684,2021,Alabama,15-19,10695.0,1256972.0,850.8542751946742,458.89512921004524
1685,2021,Alabama,under 19,11059.0,1256972.0,879.8127563700704,487.8536103854414
1686,2021,Alaska,0-14,44.0,200789.0,21.913551041142693,-370.04559494348626
1687,2021,Alaska,15-19,1257.0,200789.0,626.0303104253719,234.07116444074296
1688,2021,Alaska,under 19,1301.0,200789.0,647.9438614665146,255.98471548188564
1689,2021,Arizona,0-14,214.0,1809340.0,11.827517216222487,-380.1316287684065
1690,2021,Arizona,15-19,10835.0,1809340.0,598.8371450363115,206.8779990516826
1691,2021,Arizona,under 19,11049.0,1809340.0,610.6646622525341,218.70551626790513
1692,2021,Arkansas,0-14,228.0,787006.0,28.97055422703258,-362.9885917575964
1693,2021,Arkansas,15-19,6983.0,787006.0,887.2867551200371,495.3276091354082
1694,2021,Arkansas,under 19,7211.0,787006.0,916.2573093470698,524.2981633624408
1695,2021,California,0-14,802.0,10031434.0,7.994868929008554,-383.9642770556204
1696,2021,California,15-19,37161.0,10031434.0,370.4455414848964,-21.513604499732537
1697,2021,California,under 19,37963.0,10031434.0,378.44041041390494,-13.518735570724004
1698,2021,Colorado,0-14,188.0,1412149.0,13.313042745489325,-378.6461032391396
1699,2021,Colorado,15-19,7299.0,1412149.0,516.8718031879073,124.91265720327834
1700,2021,Colorado,under 19,7487.0,1412149.0,530.1848459333966,138.2256999487676
1701,2021,Connecticut,0-14,131.0,848823.0,15.433135058781394,-376.5260109258476
1702,2021,Connecticut,15-19,4281.0,848823.0,504.3454289056729,112.38628292104397
1703,2021,Connecticut,under 19,4412.0,848823.0,519.7785639644543,127.81941797982535
1704,2021,Delaware,0-14,61.0,233391.0,26.136397718849487,-365.82274826577947
1705,2021,Delaware,15-19,1632.0,233391.0,699.2557553633173,307.2966093786884
1706,2021,Delaware,under 19,1693.0,233391.0,725.3921530821668,333.4330070975379
1707,2021,District of Columbia,0-14,64.0,146117.0,43.80051602482942,-348.15862995979955
1708,2021,District of Columbia,15-19,1729.0,146117.0,1183.2983157332822,791.3391697486531
1709,2021,District of Columbia,under 19,1793.0,146117.0,1227.0988317581116,835.1396857734826
1710,2021,Florida,0-14,889.0,4745993.0,18.73159104954432,-373.22755493508464
1711,2021,Florida,15-19,31303.0,4745993.0,659.5669230864858,267.6077771018568
1712,2021,Florida,under 19,32192.0,4745993.0,678.2985141360301,286.3393681514012
1713,2021,Georgia,0-14,603.0,2837193.0,21.25340080847514,-370.7057451761538
1714,2021,Georgia,15-19,23083.0,2837193.0,813.5858223250938,421.6266763404648
1715,2021,Georgia,under 19,23686.0,2837193.0,834.839223133569,442.8800771489401
1716,2021,Hawaii,0-14,35.0,342269.0,10.225874969687585,-381.73327101494135
1717,2021,Hawaii,15-19,1128.0,342269.0,329.56534188021703,-62.39380410441191
1718,2021,Hawaii,under 19,1163.0,342269.0,339.79121684990463,-52.16792913472432
1719,2021,Idaho,0-14,48.0,508120.0,9.44658742029442,-382.51255856433454
1720,2021,Idaho,15-19,1780.0,508120.0,350.3109501692513,-41.64819581537762
1721,2021,Idaho,under 19,1828.0,508120.0,359.7575375895458,-32.201608395083156
1722,2021,Illinois,0-14,612.0,3223474.0,18.985727820357788,-372.97341816427115
1723,2021,Illinois,15-19,21077.0,3223474.0,653.85977985242,261.9006338677911
1724,2021,Illinois,under 19,21689.0,3223474.0,672.8455076727779,280.88636168814895
1725,2021,Indiana,0-14,295.0,1785231.0,16.524472183151648,-375.4346738014773
1726,2021,Indiana,15-19,11615.0,1785231.0,650.6160827366318,258.6569367520029
1727,2021,Indiana,under 19,11910.0,1785231.0,667.1405549197834,275.1814089351545
1728,2021,Iowa,0-14,141.0,834199.0,16.902441743516835,-375.05670424111213
1729,2021,Iowa,15-19,5108.0,834199.0,612.3239179140709,220.36477192944193
1730,2021,Iowa,under 19,5249.0,834199.0,629.2263596575876,237.2672136729587
1731,2021,Kansas,0-14,123.0,798325.0,15.40725894842326,-376.5518870362057
1732,2021,Kansas,15-19,5107.0,798325.0,639.7144020292487,247.75525604461978
1733,2021,Kansas,under 19,5230.0,798325.0,655.121660977672,263.1625149930431
1734,2021,Kentucky,0-14,205.0,1141971.0,17.951419081570375,-374.0077269030586
1735,2021,Kentucky,15-19,5899.0,1141971.0,516.5630300594323,124.60388407480337
1736,2021,Kentucky,under 19,6104.0,1141971.0,534.5144491410027,142.55530315637378
1737,2021,Louisiana,0-14,549.0,1217742.0,45.08344132008258,-346.8757046645464
1738,2021,Louisiana,15-19,14529.0,1217742.0,1193.1098705637155,801.1507245790865
1739,2021,Louisiana,under 19,15078.0,1217742.0,1238.193311883798,846.234165899169
1740,2021,Maine,0-14,6.0,287371.0,2.0878933504076613,-389.87125263422126
1741,2021,Maine,15-19,310.0,287371.0,107.8744897710625,-284.08465621356646
1742,2021,Maine,under 19,316.0,287371.0,109.96238312147015,-281.9967628631588
1743,2021,Maryland,0-14,0.0,1531707.0,0.0,-391.95914598462895
1744,2021,Maryland,15-19,0.0,1531707.0,0.0,-391.95914598462895
1745,2021,Maryland,under 19,0.0,1531707.0,0.0,-391.95914598462895
1746,2021,Massachusetts,0-14,119.0,1602329.0,7.426689525060085,-384.53245645956883
1747,2021,Massachusetts,15-19,6325.0,1602329.0,394.7379096302944,2.7787636456654354
1748,2021,Massachusetts,under 19,6444.0,1602329.0,402.1645991553545,10.205453170725548
1749,2021,Michigan,0-14,449.0,2456656.0,18.27687718589823,-373.6822687987307
1750,2021,Michigan,15-19,15457.0,2456656.0,629.1886206290177,237.22947464438874
1751,2021,Michigan,under 19,15906.0,2456656.0,647.4654978149159,255.50635183028697
1752,2021,Minnesota,0-14,235.0,1468162.0,16.00640801219484,-375.9527379724341
1753,2021,Minnesota,15-19,6846.0,1468162.0,466.2973159637696,74.33816997914067
1754,2021,Minnesota,under 19,7081.0,1468162.0,482.3037239759645,90.34457799133554
1755,2021,Mississippi,0-14,455.0,793584.0,57.33482529889716,-334.6243206857318
1756,2021,Mississippi,15-19,9992.0,793584.0,1259.097965684792,867.1388197001629
1757,2021,Mississippi,under 19,10447.0,793584.0,1316.432790983689,924.4736449990601
1758,2021,Missouri,0-14,379.0,1553073.0,24.40323152871758,-367.55591445591136
1759,2021,Missouri,15-19,11197.0,1553073.0,720.9577399130627,328.99859392843376
1760,2021,Missouri,under 19,11576.0,1553073.0,745.3609714417803,353.40182545715135
1761,2021,Montana,0-14,52.0,259711.0,20.02225550708287,-371.93689047754606
1762,2021,Montana,15-19,1355.0,259711.0,521.7337733095634,129.77462732493444
1763,2021,Montana,under 19,1407.0,259711.0,541.7560288166462,149.79688283201727
1764,2021,Nebraska,0-14,59.0,541212.0,10.90145820861326,-381.0576877760157
1765,2021,Nebraska,15-19,2827.0,541212.0,522.3461416228761,130.38699563824713
1766,2021,Nebraska,under 19,2886.0,541212.0,533.2475998314893,141.28845384686036
1767,2021,Nevada,0-14,71.0,761823.0,9.319750125685362,-382.6393958589436
1768,2021,Nevada,15-19,3173.0,761823.0,416.5009457577416,24.541799773112643
1769,2021,Nevada,under 19,3244.0,761823.0,425.8206958834271,33.86154989879816
1770,2021,New Hampshire,0-14,12.0,299597.0,4.005380561220573,-387.95376542340836
1771,2021,New Hampshire,15-19,666.0,299597.0,222.2986211477418,-169.66052483688713
1772,2021,New Hampshire,under 19,678.0,299597.0,226.30400170896235,-165.6551442756666
1773,2021,New Jersey,0-14,256.0,2263261.0,11.311112593730904,-380.64803339089804
1774,2021,New Jersey,15-19,9097.0,2263261.0,401.9421533795704,9.983007394941467
1775,2021,New Jersey,under 19,9353.0,2263261.0,413.2532659733013,21.294119988672378
1776,2021,New Mexico,0-14,73.0,542550.0,13.454981107732005,-378.50416487689694
1777,2021,New Mexico,15-19,3213.0,542550.0,592.2034835499032,200.2443375652743
1778,2021,New Mexico,under 19,3286.0,542550.0,605.6584646576352,213.6993186730063
1779,2021,New York,0-14,778.0,4735976.0,16.427448112068134,-375.5316978725608
1780,2021,New York,15-19,25645.0,4735976.0,541.4934535141225,149.53430752949356
1781,2021,New York,under 19,26423.0,4735976.0,557.9209016261907,165.96175564156175
1782,2021,North Carolina,0-14,566.0,2595659.0,21.80563779756894,-370.15350818706
1783,2021,North Carolina,15-19,20834.0,2595659.0,802.6478054320694,410.68865944744044
1784,2021,North Carolina,under 19,21400.0,2595659.0,824.4534432296384,432.4942972450095
1785,2021,North Dakota,0-14,24.0,207052.0,11.591291076637752,-380.3678549079912
1786,2021,North Dakota,15-19,1071.0,207052.0,517.2613642949598,125.30221831033083
1787,2021,North Dakota,under 19,1095.0,207052.0,528.8526553715975,136.89350938696856
1788,2021,Ohio,0-14,656.0,2943864.0,22.283638102847146,-369.6755078817818
1789,2021,Ohio,15-19,20605.0,2943864.0,699.9304315688497,307.97128558422077
1790,2021,Ohio,under 19,21261.0,2943864.0,722.2140696716968,330.2549236870679
1791,2021,Oklahoma,0-14,151.0,1068894.0,14.12675157686356,-377.8323944077654
1792,2021,Oklahoma,15-19,7067.0,1068894.0,661.1506847264556,269.1915387418266
1793,2021,Oklahoma,under 19,7218.0,1068894.0,675.2774363033192,283.31829031869023
1794,2021,Oregon,0-14,100.0,973744.0,10.269639658883648,-381.6895063257453
1795,2021,Oregon,15-19,3673.0,973744.0,377.2038646707964,-14.75528131383254
1796,2021,Oregon,under 19,3773.0,973744.0,387.4735043296801,-4.485641654948836
1797,2021,Pennsylvania,0-14,686.0,3054899.0,22.455734215762945,-369.503411768866
1798,2021,Pennsylvania,15-19,17644.0,3054899.0,577.5641027739379,185.60495678930891
1799,2021,Pennsylvania,under 19,18330.0,3054899.0,600.0198369897008,208.06069100507187
1800,2021,Rhode Island,0-14,21.0,248907.0,8.436886065880028,-383.52225991874894
1801,2021,Rhode Island,15-19,1290.0,248907.0,518.2658583326303,126.30671234800133
1802,2021,Rhode Island,under 19,1311.0,248907.0,526.7027443985103,134.74359841388133
1803,2021,South Carolina,0-14,376.0,1248743.0,30.11027889645828,-361.84886708817066
1804,2021,South Carolina,15-19,12633.0,1248743.0,1011.6573226036102,619.6981766189813
1805,2021,South Carolina,under 19,13009.0,1248743.0,1041.7676015000686,649.8084555154396
1806,2021,South Dakota,0-14,59.0,243431.0,24.23684740234399,-367.72229858228496
1807,2021,South Dakota,15-19,1639.0,243431.0,673.2914049566407,281.33225897201174
1808,2021,South Dakota,under 19,1698.0,243431.0,697.5282523589847,305.5691063743557
1809,2021,Tennessee,0-14,390.0,1707314.0,22.84289826007401,-369.1162477245549
1810,2021,Tennessee,15-19,13046.0,1707314.0,764.1242325664757,372.16508658184677
1811,2021,Tennessee,under 19,13436.0,1707314.0,786.9671308265498,395.00798484192086
1812,2021,Texas,0-14,1444.0,8261232.0,17.47923312164578,-374.47991286298316
1813,2021,Texas,15-19,46843.0,8261232.0,567.0219647626407,175.06281877801172
1814,2021,Texas,under 19,48287.0,8261232.0,584.5011978842865,192.54205189965757
1815,2021,Utah,0-14,72.0,1044736.0,6.891693212447929,-385.067452772181
1816,2021,Utah,15-19,2746.0,1044736.0,262.84152168586127,-129.11762429876768
1817,2021,Utah,under 19,2818.0,1044736.0,269.73321489830926,-122.22593108631969
1818,2021,Vermont,0-14,4.0,140476.0,2.8474614880833737,-389.1116844965456
1819,2021,Vermont,15-19,216.0,140476.0,153.76292035650218,-238.19622562812677
1820,2021,Vermont,under 19,220.0,140476.0,156.61038184458556,-235.3487641400434
1821,2021,Virginia,0-14,76.0,2129278.0,3.5692849876812707,-388.3898609969477
1822,2021,Virginia,15-19,5841.0,2129278.0,274.3183370137671,-117.64080897086183
1823,2021,Virginia,under 19,5917.0,2129278.0,277.88762200144834,-114.07152398318061
1824,2021,Washington,0-14,179.0,1860600.0,9.62055250994303,-382.3385934746859
1825,2021,Washington,15-19,6768.0,1860600.0,363.75362786198,-28.205518122648925
1826,2021,Washington,under 19,6947.0,1860600.0,373.3741803719231,-18.584965612705844
1827,2021,West Virginia,0-14,38.0,412201.0,9.218803447832489,-382.74034253679645
1828,2021,West Virginia,15-19,1520.0,412201.0,368.7521379132996,-23.20700807132937
1829,2021,West Virginia,under 19,1558.0,412201.0,377.9709413611321,-13.98820462349687
1830,2021,Wisconsin,0-14,366.0,1450652.0,25.230034494834047,-366.7291114897949
1831,2021,Wisconsin,15-19,9254.0,1450652.0,637.9200525005308,245.96090651590185
1832,2021,Wisconsin,under 19,9620.0,1450652.0,663.1500869953649,271.1909410107359
1833,2021,Wyoming,0-14,22.0,149507.0,14.715030065481884,-377.2441159191471
1834,2021,Wyoming,15-19,632.0,149507.0,422.72268188111593,30.763535896486985
1835,2021,Wyoming,under 19,654.0,149507.0,437.43771194659786,45.47856596196891
