,STATE,YEAR,Pregnancy Rate per 1000 People,AGE,Pregnancy Rate per 1000 People (Adjusted),"Pregnancy Rate per 100,000 People (Adjusted)"
1392,Virginia,2000,71.7,15-19,-5.876470588,-587.6470588
1393,Virginia,2001,69.3,15-19,-5.638039216,-563.8039216
1394,Virginia,2002,66.9,15-19,-5.399607843,-539.9607843
1395,Virginia,2003,64.5,15-19,-5.161176471,-516.1176471
1396,Virginia,2004,62.1,15-19,-4.922745098,-492.2745098
1397,Virginia,2005,59.7,15-19,-4.684313725,-468.4313725
1398,Virginia,2006,59.6,15-19,-6.611764706,-661.1764706
1399,Virginia,2007,59.6,15-19,-7.207843137,-720.7843137
1400,Virginia,2008,56,15-19,-9.388235294,-938.8235294
1401,Virginia,2009,52.8,15-19,-8.374509804,-837.4509804
1402,Virginia,2010,48.2,15-19,-7.415686275,-741.5686275
1403,Virginia,2011,43,15-19,-7.801960784,-780.1960784
1404,Virginia,2012,39.8,15-19,-6.964705882,-696.4705882
1405,Virginia,2013,35.8,15-19,-6.22745098,-622.745098
1406,Virginia,2014,30.5,15-19,-7.850980392,-785.0980392
1407,Virginia,2015,28.7,15-19,-6.596078431,-659.6078431
1408,Virginia,2016,26.1,15-19,-6.329411765,-632.9411765
1409,Virginia,2017,24.6,15-19,-5.801960784,-580.1960784
1410,Washington,1988,106.8,15-19,6.018,601.8
1411,Washington,1989,106.925,15-19,6.31,631
1412,Washington,1990,107.05,15-19,6.602,660.2
1413,Washington,1991,107.175,15-19,6.894,689.4
1414,Washington,1992,107.3,15-19,7.186,718.6
1415,Washington,1993,102.1,15-19,5.374,537.4
1416,Washington,1994,96.9,15-19,3.562,356.2
1417,Washington,1995,91.7,15-19,1.75,175
1418,Washington,1996,86.5,15-19,-0.062,-6.2
1419,Washington,1997,83.65,15-19,-0.4445,-44.45
1420,Washington,1998,80.8,15-19,-0.827,-82.7
1421,Washington,1999,77.95,15-19,-1.2095,-120.95
1422,Washington,2000,75.1,15-19,-2.476470588,-247.6470588
1423,Washington,2001,71.92,15-19,-3.018039216,-301.8039216
1424,Washington,2002,68.74,15-19,-3.559607843,-355.9607843
1425,Washington,2003,65.56,15-19,-4.101176471,-410.1176471
1426,Washington,2004,62.38,15-19,-4.642745098,-464.2745098
1427,Washington,2005,59.2,15-19,-5.184313725,-518.4313725
1428,Washington,2006,60.5,15-19,-5.711764706,-571.1764706
1429,Washington,2007,62.6,15-19,-4.207843137,-420.7843137
1430,Washington,2008,60.7,15-19,-4.688235294,-468.8235294
1431,Washington,2009,55.9,15-19,-5.274509804,-527.4509804
1432,Washington,2010,49.8,15-19,-5.815686275,-581.5686275
1433,Washington,2011,46.7,15-19,-4.101960784,-410.1960784
1434,Washington,2012,42.1,15-19,-4.664705882,-466.4705882
1435,Washington,2013,36.9,15-19,-5.12745098,-512.745098
1436,Washington,2014,34,15-19,-4.350980392,-435.0980392
1437,Washington,2015,31.6,15-19,-3.696078431,-369.6078431
1438,Washington,2016,29.4,15-19,-3.029411765,-302.9411765
1439,Washington,2017,26.6,15-19,-3.801960784,-380.1960784
1440,West Virginia,1988,78.3,15-19,-22.482,-2248.2
1441,West Virginia,1989,80.05,15-19,-20.565,-2056.5
1442,West Virginia,1990,81.8,15-19,-18.648,-1864.8
1443,West Virginia,1991,83.55,15-19,-16.731,-1673.1
1444,West Virginia,1992,85.3,15-19,-14.814,-1481.4
1445,West Virginia,1993,82.575,15-19,-14.151,-1415.1
1446,West Virginia,1994,79.85,15-19,-13.488,-1348.8
1447,West Virginia,1995,77.125,15-19,-12.825,-1282.5
1448,West Virginia,1996,74.4,15-19,-12.162,-1216.2
1449,West Virginia,1997,72.4,15-19,-11.6945,-1169.45
1450,West Virginia,1998,70.4,15-19,-11.227,-1122.7
1451,West Virginia,1999,68.4,15-19,-10.7595,-1075.95
1452,West Virginia,2000,66.4,15-19,-11.17647059,-1117.647059
1453,West Virginia,2001,65.1,15-19,-9.838039216,-983.8039216
1454,West Virginia,2002,63.8,15-19,-8.499607843,-849.9607843
1455,West Virginia,2003,62.5,15-19,-7.161176471,-716.1176471
1456,West Virginia,2004,61.2,15-19,-5.822745098,-582.2745098
1457,West Virginia,2005,59.9,15-19,-4.484313725,-448.4313725
1458,West Virginia,2006,61.3,15-19,-4.911764706,-491.1764706
1459,West Virginia,2007,64.3,15-19,-2.507843137,-250.7843137
1460,West Virginia,2008,64.7,15-19,-0.688235294,-68.82352941
1461,West Virginia,2009,67.6,15-19,6.425490196,642.5490196
1462,West Virginia,2010,64.5,15-19,8.884313725,888.4313725
1463,West Virginia,2011,63.3,15-19,12.49803922,1249.803922
1464,West Virginia,2012,59.6,15-19,12.83529412,1283.529412
1465,West Virginia,2013,53.8,15-19,11.77254902,1177.254902
1466,West Virginia,2014,49.6,15-19,11.24901961,1124.901961
1467,West Virginia,2015,43.2,15-19,7.903921569,790.3921569
1468,West Virginia,2016,40.4,15-19,7.970588235,797.0588235
1469,West Virginia,2017,37.1,15-19,6.698039216,669.8039216
1470,Wisconsin,1988,77,15-19,-23.782,-2378.2
1471,Wisconsin,1989,76,15-19,-24.615,-2461.5
1472,Wisconsin,1990,75,15-19,-25.448,-2544.8
1473,Wisconsin,1991,74,15-19,-26.281,-2628.1
1474,Wisconsin,1992,73,15-19,-27.114,-2711.4
1475,Wisconsin,1993,70.15,15-19,-26.576,-2657.6
1476,Wisconsin,1994,67.3,15-19,-26.038,-2603.8
1477,Wisconsin,1995,64.45,15-19,-25.5,-2550
1478,Wisconsin,1996,61.6,15-19,-24.962,-2496.2
1479,Wisconsin,1997,60.025,15-19,-24.0695,-2406.95
1480,Wisconsin,1998,58.45,15-19,-23.177,-2317.7
1481,Wisconsin,1999,56.875,15-19,-22.2845,-2228.45
1482,Wisconsin,2000,55.3,15-19,-22.27647059,-2227.647059
1483,Wisconsin,2001,53.46,15-19,-21.47803922,-2147.803922
1484,Wisconsin,2002,51.62,15-19,-20.67960784,-2067.960784
1485,Wisconsin,2003,49.78,15-19,-19.88117647,-1988.117647
1486,Wisconsin,2004,47.94,15-19,-19.0827451,-1908.27451
1487,Wisconsin,2005,46.1,15-19,-18.28431373,-1828.431373
1488,Wisconsin,2006,45.6,15-19,-20.61176471,-2061.176471
1489,Wisconsin,2007,46.3,15-19,-20.50784314,-2050.784314
1490,Wisconsin,2008,45.2,15-19,-20.18823529,-2018.823529
1491,Wisconsin,2009,43.7,15-19,-17.4745098,-1747.45098
1492,Wisconsin,2010,39.1,15-19,-16.51568627,-1651.568627
1493,Wisconsin,2011,34.3,15-19,-16.50196078,-1650.196078
1494,Wisconsin,2012,31.7,15-19,-15.06470588,-1506.470588
1495,Wisconsin,2013,28.4,15-19,-13.62745098,-1362.745098
1496,Wisconsin,2014,26.6,15-19,-11.75098039,-1175.098039
1497,Wisconsin,2015,24.4,15-19,-10.89607843,-1089.607843
1498,Wisconsin,2016,22.5,15-19,-9.929411765,-992.9411765
1499,Wisconsin,2017,20.8,15-19,-9.601960784,-960.1960784
1500,Wyoming,1988,84.7,15-19,-16.082,-1608.2
1501,Wyoming,1989,83.8,15-19,-16.815,-1681.5
1502,Wyoming,1990,82.9,15-19,-17.548,-1754.8
1503,Wyoming,1991,82,15-19,-18.281,-1828.1
1504,Wyoming,1992,81.1,15-19,-19.014,-1901.4
1505,Wyoming,1993,79.05,15-19,-17.676,-1767.6
1506,Wyoming,1994,77,15-19,-16.338,-1633.8
1507,Wyoming,1995,74.95,15-19,-15,-1500
1508,Wyoming,1996,72.9,15-19,-13.662,-1366.2
1509,Wyoming,1997,74.3,15-19,-9.7945,-979.45
1510,Wyoming,1998,75.7,15-19,-5.927,-592.7
1511,Wyoming,1999,77.1,15-19,-2.0595,-205.95
1512,Wyoming,2000,78.5,15-19,0.923529412,92.35294118
1513,Wyoming,2001,75.62,15-19,0.681960784,68.19607843
1514,Wyoming,2002,72.74,15-19,0.440392157,44.03921569
1515,Wyoming,2003,69.86,15-19,0.198823529,19.88235294
1516,Wyoming,2004,66.98,15-19,-0.042745098,-4.274509804
1517,Wyoming,2005,64.1,15-19,-0.284313725,-28.43137255
1518,Wyoming,2006,67.7,15-19,1.488235294,148.8235294
1519,Wyoming,2007,72.3,15-19,5.492156863,549.2156863
1520,Wyoming,2008,67.8,15-19,2.411764706,241.1764706
1521,Wyoming,2009,61.8,15-19,0.625490196,62.54901961
1522,Wyoming,2010,56.2,15-19,0.584313725,58.43137255
1523,Wyoming,2011,52,15-19,1.198039216,119.8039216
1524,Wyoming,2012,49.7,15-19,2.935294118,293.5294118
1525,Wyoming,2013,41.9,15-19,-0.12745098,-12.74509804
1526,Wyoming,2014,43.2,15-19,4.849019608,484.9019608
1527,Wyoming,2015,40.1,15-19,4.803921569,480.3921569
1528,Wyoming,2016,36.7,15-19,4.270588235,427.0588235
1529,Wyoming,2017,34.5,15-19,4.098039216,409.8039216
