YEAR,STATE,AGE,STD,Population,"STD Rate per 100,000 People"
2015,Wisconsin,15-19,8102.0,1470750.0,550.8754037055924
2015,Wisconsin,under 19,8355.0,1470750.0,568.0775114737379
2015,Wyoming,0-14,7.0,152785.0,4.581601597015414
2015,Wyoming,15-19,628.0,152785.0,411.03511470366857
2015,Wyoming,under 19,635.0,152785.0,415.61671630068395
2016,Alabama,0-14,243.0,1237267.0,19.64006152269478
2016,Alabama,15-19,8554.0,1237267.0,691.3624949182351
2016,Alabama,under 19,8797.0,1237267.0,711.0025564409299
2016,Alaska,0-14,58.0,206667.0,28.064470863756675
2016,Alaska,15-19,1454.0,206667.0,703.5472523431414
2016,Alaska,under 19,1512.0,206667.0,731.6117232068981
2016,Arizona,0-14,263.0,1804818.0,14.572106439541272
2016,Arizona,15-19,10018.0,1804818.0,555.0698186742375
2016,Arizona,under 19,10281.0,1804818.0,569.6419251137788
2016,Arkansas,0-14,234.0,789362.0,29.644193665263845
2016,Arkansas,15-19,6635.0,789362.0,840.5522434573744
2016,Arkansas,under 19,6869.0,789362.0,870.1964371226383
2016,California,0-14,1011.0,10208774.0,9.903245972533039
2016,California,15-19,43409.0,10208774.0,425.21266510552596
2016,California,under 19,44420.0,10208774.0,435.1159110780589
2016,Colorado,0-14,176.0,1388277.0,12.677585236951991
2016,Colorado,15-19,6993.0,1388277.0,503.7179179659391
2016,Colorado,under 19,7169.0,1388277.0,516.3955032028911
2016,Connecticut,0-14,92.0,880434.0,10.449392004397831
2016,Connecticut,15-19,3593.0,880434.0,408.09418991088484
2016,Connecticut,under 19,3685.0,880434.0,418.5435819152827
2016,Delaware,0-14,62.0,230031.0,26.952888958444735
2016,Delaware,15-19,1875.0,230031.0,815.1075289852237
2016,Delaware,under 19,1937.0,230031.0,842.0604179436684
2016,District of Columbia,0-14,122.0,137160.0,88.9472149314669
2016,District of Columbia,15-19,2029.0,137160.0,1479.2942548848062
2016,District of Columbia,under 19,2151.0,137160.0,1568.2414698162731
2016,Florida,0-14,768.0,4542114.0,16.908426340686297
2016,Florida,15-19,28880.0,4542114.0,635.8272821862244
2016,Florida,under 19,29648.0,4542114.0,652.7357085269106
2016,Georgia,0-14,638.0,2785188.0,22.90689174303494
2016,Georgia,15-19,21693.0,2785188.0,778.8702234822209
2016,Georgia,under 19,22331.0,2785188.0,801.7771152252559
2016,Hawaii,0-14,47.0,340043.0,13.821781362945273
2016,Hawaii,15-19,1436.0,340043.0,422.2995327061578
2016,Hawaii,under 19,1483.0,340043.0,436.121314069103
2016,Idaho,0-14,38.0,476167.0,7.980393433396267
2016,Idaho,15-19,1715.0,476167.0,360.16775627038413
2016,Idaho,under 19,1753.0,476167.0,368.1481497037804
2016,Illinois,0-14,759.0,3335666.0,22.75407669712735
2016,Illinois,15-19,24099.0,3335666.0,722.4644193993043
2016,Illinois,under 19,24858.0,3335666.0,745.2184960964317
2016,Indiana,0-14,247.0,1768623.0,13.96566707545927
2016,Indiana,15-19,10421.0,1768623.0,589.215451794984
2016,Indiana,under 19,10668.0,1768623.0,603.1811188704432
2016,Iowa,0-14,97.0,820379.0,11.823803388433882
2016,Iowa,15-19,4091.0,820379.0,498.6719552792064
2016,Iowa,under 19,4188.0,820379.0,510.4957586676402
2016,Kansas,0-14,106.0,803843.0,13.186654607927169
2016,Kansas,15-19,4147.0,803843.0,515.8967609346602
2016,Kansas,under 19,4253.0,803843.0,529.0834155425873
2016,Kentucky,0-14,192.0,1131481.0,16.968910657801587
2016,Kentucky,15-19,6054.0,1131481.0,535.0509641788063
2016,Kentucky,under 19,6246.0,1131481.0,552.019874836608
2016,Louisiana,0-14,443.0,1235694.0,35.85029950780695
2016,Louisiana,15-19,12943.0,1235694.0,1047.4275993894928
2016,Louisiana,under 19,13386.0,1235694.0,1083.2778988972998
2016,Maine,0-14,18.0,293728.0,6.128118531430439
2016,Maine,15-19,1050.0,293728.0,357.47358100010894
2016,Maine,under 19,1068.0,293728.0,363.60169953153934
2016,Maryland,0-14,335.0,1506682.0,22.234286996194285
2016,Maryland,15-19,10443.0,1506682.0,693.1124152276326
2016,Maryland,under 19,10778.0,1506682.0,715.3467022238269
2016,Massachusetts,0-14,137.0,1600119.0,8.56186321142365
2016,Massachusetts,15-19,6425.0,1600119.0,401.53263601019677
2016,Massachusetts,under 19,6562.0,1600119.0,410.09449922162037
2016,Michigan,0-14,517.0,2505495.0,20.634645050179703
2016,Michigan,15-19,16542.0,2505495.0,660.2288170601018
2016,Michigan,under 19,17059.0,2505495.0,680.8634621102816
2016,Minnesota,0-14,197.0,1426003.0,13.81483769669489
2016,Minnesota,15-19,6857.0,1426003.0,480.8545283565322
2016,Minnesota,under 19,7054.0,1426003.0,494.66936605322707
2016,Mississippi,0-14,328.0,821617.0,39.921277188763135
2016,Mississippi,15-19,8559.0,821617.0,1041.7262544470234
2016,Mississippi,under 19,8887.0,821617.0,1081.6475316357864
2016,Missouri,0-14,329.0,1556883.0,21.13196688511597
2016,Missouri,15-19,11531.0,1556883.0,740.6465354172408
2016,Missouri,under 19,11860.0,1556883.0,761.7785023023566
2016,Montana,0-14,52.0,252314.0,20.609240866539313
2016,Montana,15-19,1372.0,252314.0,543.7668936325372
2016,Montana,under 19,1424.0,252314.0,564.3761344990766
2016,Nebraska,0-14,71.0,521128.0,13.624291920603
2016,Nebraska,15-19,2460.0,521128.0,472.0529313335687
2016,Nebraska,under 19,2531.0,521128.0,485.67722325417174
2016,Nevada,0-14,114.0,729625.0,15.62446462223745
2016,Nevada,15-19,4007.0,729625.0,549.1862258009252
2016,Nevada,under 19,4121.0,729625.0,564.8106904231627
2016,New Hampshire,0-14,11.0,306257.0,3.5917546374450215
2016,New Hampshire,15-19,893.0,306257.0,291.58517193076403
2016,New Hampshire,under 19,904.0,306257.0,295.176926568209
2016,New Jersey,0-14,156.0,2232761.0,6.98686514141012
2016,New Jersey,15-19,8798.0,2232761.0,394.04127893670665
2016,New Jersey,under 19,8954.0,2232761.0,401.0281440781168
2016,New Mexico,0-14,94.0,559130.0,16.811832668610162
2016,New Mexico,15-19,3758.0,559130.0,672.1156081769893
2016,New Mexico,under 19,3852.0,559130.0,688.9274408455993
2016,New York,0-14,1182.0,4765536.0,24.803086158618882
2016,New York,15-19,29913.0,4765536.0,627.6943453999718
2016,New York,under 19,31095.0,4765536.0,652.4974315585906
2016,North Carolina,0-14,516.0,2560696.0,20.15077150899599
2016,North Carolina,15-19,19799.0,2560696.0,773.1882269507977
2016,North Carolina,under 19,20315.0,2560696.0,793.3389984597937
2016,North Dakota,0-14,27.0,190546.0,14.169806765820326
2016,North Dakota,15-19,954.0,190546.0,500.6665057256515
2016,North Dakota,under 19,981.0,190546.0,514.8363124914719
2016,Ohio,0-14,816.0,2953102.0,27.63196123940182
2016,Ohio,15-19,22911.0,2953102.0,775.8282646518813
2016,Ohio,under 19,23727.0,2953102.0,803.460225891283
2016,Oklahoma,0-14,176.0,1056763.0,16.654633063421034
2016,Oklahoma,15-19,7512.0,1056763.0,710.850020297834
2016,Oklahoma,under 19,7688.0,1056763.0,727.5046533612551
2016,Oregon,0-14,98.0,959801.0,10.210449874505237
2016,Oregon,15-19,4773.0,959801.0,497.2905841940152
2016,Oregon,under 19,4871.0,959801.0,507.5010340685204
2016,Pennsylvania,0-14,658.0,3066949.0,21.45454652164089
2016,Pennsylvania,15-19,18822.0,3066949.0,613.7043687390955
2016,Pennsylvania,under 19,19480.0,3066949.0,635.1589152607363
2016,Rhode Island,0-14,25.0,248262.0,10.07000668648444
2016,Rhode Island,15-19,1342.0,248262.0,540.5579589304847
2016,Rhode Island,under 19,1367.0,248262.0,550.6279656169692
2016,South Carolina,0-14,268.0,1218735.0,21.99001423607265
2016,South Carolina,15-19,10053.0,1218735.0,824.8716907285012
2016,South Carolina,under 19,10321.0,1218735.0,846.8617049645738
2016,South Dakota,0-14,33.0,233749.0,14.117707455432965
2016,South Dakota,15-19,1396.0,233749.0,597.2218062964974
2016,South Dakota,under 19,1429.0,233749.0,611.3395137519304
2016,Tennessee,0-14,349.0,1661277.0,21.007935461696032
2016,Tennessee,15-19,11394.0,1661277.0,685.8579273655147
2016,Tennessee,under 19,11743.0,1661277.0,706.8658628272107
2016,Texas,0-14,1279.0,7893619.0,16.20296089791007
2016,Texas,15-19,47497.0,7893619.0,601.7138653385729
2016,Texas,under 19,48776.0,7893619.0,617.916826236483
2016,Utah,0-14,71.0,992641.0,7.152636250164964
2016,Utah,15-19,2604.0,992641.0,262.33049007647276
2016,Utah,under 19,2675.0,992641.0,269.4831263266377
2016,Vermont,0-14,2.0,143119.0,1.3974384952382284
2016,Vermont,15-19,383.0,143119.0,267.6094718381207
2016,Vermont,under 19,385.0,143119.0,269.006910333359
2016,Virginia,0-14,84.0,2099090.0,4.001734084770067
2016,Virginia,15-19,8442.0,2099090.0,402.1742755193917
2016,Virginia,under 19,8526.0,2099090.0,406.17600960416183
2016,Washington,0-14,204.0,1778602.0,11.469682368511899
2016,Washington,15-19,7954.0,1778602.0,447.2051645056061
2016,Washington,under 19,8158.0,1778602.0,458.67484687411803
2016,West Virginia,0-14,34.0,425564.0,7.989397599421004
2016,West Virginia,15-19,1534.0,425564.0,360.46282110328883
2016,West Virginia,under 19,1568.0,425564.0,368.45221870270984
2016,Wisconsin,0-14,320.0,1460872.0,21.904725396886242
2016,Wisconsin,15-19,9106.0,1460872.0,623.3263420751441
2016,Wisconsin,under 19,9426.0,1460872.0,645.2310674720304
2016,Wyoming,0-14,18.0,153752.0,11.707164784848327
2016,Wyoming,15-19,627.0,153752.0,407.7995733388834
2016,Wyoming,under 19,645.0,153752.0,419.50673812373174
2017,Alabama,0-14,391.0,1234015.0,31.68519021243664
2017,Alabama,15-19,12365.0,1234015.0,1002.0137518587699
2017,Alabama,under 19,12756.0,1234015.0,1033.6989420712066
2017,Alaska,0-14,62.0,204565.0,30.308214992789576
2017,Alaska,15-19,1464.0,204565.0,715.6649475716765
2017,Alaska,under 19,1526.0,204565.0,745.9731625644661
2017,Arizona,0-14,285.0,1810274.0,15.743473087499462
2017,Arizona,15-19,11337.0,1810274.0,626.2587873437943
2017,Arizona,under 19,11622.0,1810274.0,642.0022604312938
2017,Arkansas,0-14,248.0,786773.0,31.521163029234607
2017,Arkansas,15-19,7088.0,786773.0,900.8951756097375
2017,Arkansas,under 19,7336.0,786773.0,932.4163386389721
2017,California,0-14,930.0,10172305.0,9.142470659304847
2017,California,15-19,48018.0,10172305.0,472.0464044284948
2017,California,under 19,48948.0,10172305.0,481.18887508779966
2017,Colorado,0-14,187.0,1393167.0,13.42265500115923
2017,Colorado,15-19,7826.0,1393167.0,561.7417007437012
2017,Colorado,under 19,8013.0,1393167.0,575.1643557448605
2017,Connecticut,0-14,159.0,868332.0,18.310968615690772
2017,Connecticut,15-19,5367.0,868332.0,618.0815632730338
